Nations' flag entropy ranking (n=208). 
Image source: Wikimedia.

102	S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe			12.027218369733685
103	Vatican_City_%282023%E2%80%93present%29			12.035710685000325
104	Japan			12.06894882075787
105	Togo			12.095795907012493
106	Cuba			12.101684844179863
107	Myanmar			12.106145034054684
108	Kiribati			12.12243726445096
109	South_Sudan			12.17790865508314
110	Panama			12.179664182143389
111	South_Africa			12.193945241056117
112	Malawi			12.200709619672725
113	Tunisia			12.22327939029924
114	the_United_States			12.234520777865745
115	Rwanda			12.23601914871375
116	Nicaragua			12.245171524645324
117	the_Sahrawi_Arab_Democratic_Republic			12.283636789361509
118	Turkey			12.297870067692442
119	Costa_Rica_%28state%29			12.32273023622189
120	Bangladesh			12.368208788512542
121	Malta			12.370869646173297
122	Barbados			12.430312060539734
123	Cape_Verde			12.4440319973213
124	Dominica			12.46018895955255
125	the_Solomon_Islands			12.476466100666022
126	Mauritania			12.493630469724923
127	Burundi			12.507389043422709
128	Grenada			12.530443204172148
129	Zimbabwe			12.555518338146857
130	Slovenia			12.557017494238075
131	the_Democratic_Republic_of_the_Congo			12.562311084245238
132	Malaysia			12.566669175664764
133	Antigua_and_Barbuda			12.5986266240382
134	Palau			12.59971367146825
135	Vanuatu			12.608031849951576
136	Argentina			12.625948699909193
137	the_Comoros			12.67737975761494
138	Nauru			12.72455116953387
139	Iraq			12.73754466849887
140	Laos			12.783982987191253
141	East_Timor			12.797624748732055
142	Algeria			12.811243917976572
143	Brunei			12.813203328783048
144	Niue			12.81592033340975
145	Zambia			12.834662651256236
146	the_Dominican_Republic			12.843132176926229
147	Croatia			12.861168328229862
148	Slovakia			12.877319087440984
149	Equatorial_Guinea			12.905572589996982
150	Belarus			12.910179029515529
151	Samoa			12.954373766410374
152	Maldives			12.972038945819296
153	Saint_Kitts_and_Nevis			13.009510804974205
154	South_Korea			13.033331161140126
155	the_Marshall_Islands			13.036363746870418
156	El_Salvador			13.04105554452336
157	Pakistan			13.055406014197853
158	Iran			13.05648961439229
159	Uruguay			13.065537486175163
160	Namibia			13.083652724318465
161	Tuvalu			13.088144718540915
162	Mexico			13.10464227523677
163	Ethiopia			13.105697279622412
164	Lebanon			13.108185829690402
165	Libya			13.125034511858757
166	Moldova			13.173180803434793
167	Mozambique			13.1759102533752
168	Paraguay			13.177287793518321
169	the_Republic_of_China			13.19223761806418
170	Australia			13.205026835562869
171	Andorra			13.235654243511721
172	Lesotho			13.292961336190794
173	Kenya			13.317679201697528
174	Uganda			13.328975269770325
175	Fiji			13.334196324977436
176	Angola			13.340366715922508
177	New_Zealand			13.369524000746308
178	Somaliland			13.3925920846359
179	Venezuela			13.400834347566736
180	Sri_Lanka			13.401084694322872
181	India			13.414226661466827
182	Ecuador			13.429791661328263
183	the_Cook_Islands			13.43497248486156
184	Bolivia_%28state%29			13.444845141600936
185	Cyprus			13.44746249196016
186	Guatemala			13.45509377612803
187	Kosovo			13.475156502326577
188	Kazakhstan			13.479775160602394
189	Eswatini			13.485465125476274
190	Montenegro			13.500633613814635
191	Serbia			13.502587631592512
192	Liechtenstein			13.506368108030374
193	Peru_%28state%29			13.565397879212057
194	Spain			13.647469872243988
195	Haiti			13.662425759748608
196	Cambodia			13.705544977458217
197	Brazil			13.741105877847453
198	the_Taliban			13.741457861377198
199	Papua_New_Guinea			13.746437483358623
200	Portugal			13.788876258453975
201	Bhutan			13.88873278914441
202	Belize			13.91315884729901
203	San_Marino			14.343051478904684
204	Turkmenistan			14.427558228890032
205	Saudi_Arabia			14.445765212100634
206	Afghanistan_%282013%E2%80%932021%29			14.50772148093493
207	random_distribution			15.067946152962444
